Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,457,MAX7705ESA Soic-8,1,D9.2,,,,,,
,458,LM258DG Soic-8,2,D10.1,,,,,,
,459,Diodo Zener 7v BZV55  SOD-80,8,D10.2,,,,,,
,460,Resistor de 6R8 1/4w,10,D11.1,,,,,,
,461,LM833M Soic-8,3,D11.2,,,,,,
,462,BCX56 Sot-89 (marking code BH),6,D12.1,,,,,,
,463,AM26C311 Soic-16,1,D12.2,,,,,,
,464,Mosfet 500B 9A FQPF9N50CF To-220,1,D13.1,,,,,,
,465,Diodo Retificado 100v 1A Melf Faixa verde / vermelho (EGL41B),8,D13.2,,,,,,
,466,HEF4067 Dip-24,1,D14.1,,,,,,
,467, Diodo Retificador Schottky 40v 3A SK34A SMD,1,D14.2,,,,,,
,468,Diodo Zener 16v BZX55C16 ,13,D15.1,,,,,,
,469,Diodo Zener 16v 1/2w 1N966 ,12,D15.1,,,,,,
,470,MC79L05ACP To-92,1,D15.2,,,,,,
,471,Capacitor 56uF 16v,11,D16.1,,,,,,
,472,Capacitor 180uF 16v,8,D16.2,,,,,,
,473,"Diodo Zener 4,7v (1N4732) BZX55C4v7 ",11,D17.1,,,,,,
,474,FQB9N50C D-pak,1,D17.2,,,,,,
,475,MC33153DG Soic-8,1,D18.1,,,,,,
,476,SFH6156 SMD-4,3,D18.2,,,,,,
,477,TC4427CPA Dip-8,2,D19.1,,,,,,
,478,74HC4060N Dip-16,12,D19.2,,,,,,
,479,74HC4060 Soic-16,12,D19.2,,,,,,
,480,DG409DJ Dip-16,1,D20.1,,,,,,
,481,MAX489E Dip-14,1,D20.2,,,,,,
,482,LF353N Dip-8,1,D21.1,,,,,,
,483,HCPL2212 Dip-8,5,D21.2,,,,,,
,484,IRF9953PBF So-8,2,D22.1,,,,,,
,485,BC807-40 5CT Sot-23,0,D22.2,,,,,,
,486,TEK155-0050 Dip-20,2,D23.1,,,,,,
,487,TEK155-0067 Dip-16,1,D23.2,,,,,,
,488,CD4094B Dip-16,2,D24.1,,,,,,
,489,1826-0215 To-220,1,D24.2,,,,,,
,490,CA3046 Dip-14,2,D25.1,,,,,,
,491,TEK155-0049,1,D25.2,,,,,,
,492,SD241 To-3,1,D26.1,,,,,,
,493,LM320K-5 To-3,1,D26.2,,,,,,
,494,Diodo Zener 15v 1/2w 1N946 ,5,D27.1,,,,,,
,495,2N6471 To-3,5,D27.2,,,,,,
,496,MEX8426 (2N3713) To-3 60v 10a,5,D28.1,,,,,,
,497,SN7404N Dip-14,5,D29.1,,,,,,
,498,N82S129N Dip-16,1,D29.2,,,,,,
,499,UAA180RN Dip-18,1,D30.1,,,,,,
,500,MC14433P Dip-24,1,D30.2,,,,,,
,501,SN29002N Dip-14,1,D31.1,,,,,,
,502,DP8465N Dip-24,1,D31.2,,,,,,
,503,DSA8806N Dip-14,1,D32.1,,,,,,
,504,AM2908PC Dip-20,1,D32.2,,,,,,
,505,MSL912RS Dip-18,1,D33.1,,,,,,
,506,W24257AK-15 Dip-28,4,D33.2,,,,,,
,507,2N4901 To-3,5,D34.1,,,,,,
,508,DAC0800LCN Dip-16,1,D34.2,,,,,,
,509,MC1436CU Dip-8,1,D35.1,,,,,,
,510,Trimpot 220K Antigo,1,D35.2,,,,,,
,511,Fusivel Ceramico Retardo  2A 500V 10x38 ,2,D36.1,,,,,,
,512,TMM41256P Dip-16,4,D36.2,,,,,,
,513,T74LS365AB Dip-16,2,D37.1,,,,,,
,514,7662CPA Dip-8,2,D37.2,,,,,,
,515,Resistor 9M1 1/4w,4,D38.1,,,,,,
,516,MMBZ27VDA-HE3-08 (CMP2DA27v) Sot-23,4,D38.2,,,,,,
,517,Resistor 80K 1/4w,11,D39.1,,,,,,
,518,TLP701 So-6,5,D39.2,,,,,,
,519,Diodo Retificador Schottky 100v 10A MBR10100   To-220,1,D40.1,,,,,,
,520,MC33063AP1 Dip-8,1,D40.2,,,,,,
,521,TLC277ID Soic-8,1,D41.1,,,,,,
,522,TK40A06N1 To-220 Isolado,1,D41.2,,,,,,
,523,Rele Finder 24V 12A 41.31.9.024.0010,1,D42.1,,,,,,
,524,PC925 Soic-8,6,D42.2,,,,,,
,525,Fusivel 6A 500Vac 10x38,0,D43.1,,,,,,
,526,BCP56-16T Sot-223,11,D43.2,,,,,,
,527,LTV827 Dip-8,2,D44.1,,,,,,
,528,Mosfet 100V 36A IRL540N To-220,2,D44.2,,,,,,
,529,Varistor 07D471K 300v,5,D45.1,,,,,,
,530,HCPL7840 Dip-8,1,D45.2,,,,,,
,531,Resistor R8 Minimelf,6,D46.1,,,,,,
,532,"Capacitor 6,8uF 400v",5,D46.2,,,,,,
,533,Triac 600v 8A BT137-600E To-220,2,D47.1,,,,,,
,534,Varistor  07K130 130V,3,D47.2,,,,,,
,535,Resistor 1M2 1/4w,24,D48.1,,,,,,
,536,Resistor 120K 1/4w,17,D48.2,,,,,,
,537,Resistor 120K 1/16w 1%,5,D48.2,,,,,,
,538,Resistor 120K 2w,2,D48.2,,,,,,
,539,Resistor 120K 3w,2,D48.2,,,,,,
,540,Resistor 270k 1/4w,22,E1.1,,,,,,
,541,Resistor 27K 1/4w,36,E1.2,,,,,,
,542,Resistor 27K 2w,9,E1.2,,,,,,
,543,Resistor 1K2 1/4w,14,E2.1,,,,,,
,544,Resistor 1K2 SMD 1206,4,E2.1,,,,,,
,545,Resistor 1K2 SMD 0805,2,E2.1,,,,,,
,546,Resistor 4M7 1/4w,24,E2.2,,,,,,
,547,Resistor 6M8 1/4w,17,E3.1,,,,,,
,548,Resistor 2M7 1/4w,25,E3.2,,,,,,
,549,Resistor 510R 1/4w,6,E4.1,,,,,,
,550,Resistor 560R 1/8w,1,E4.2,,,,,,
,551,Resistor 560R 1/4w,1,E4.2,,,,,,
,552,Resistor 560R 5w,3,E4.2,,,,,,
,553,Resistor 560R 3w,2,E4.2,,,,,,
,554,Resistor 560R SMD 0402,8,E4.2,,,,,,
,555,Resistor 270R 1/4w,20,E5.1,,,,,,
,556,Resistor 270R 1w (B),20,E5.1,,,,,,
,557,Resistor 270R 10w,1,E5.1,,,,,,
,558,Resistor 430R 1/4w,6,E5.2,,,,,,
,559,Resistor 200K 1/4w,7,E6.1,,,,,,
,560,Resistor 200K 1/4w 1%,1,E6.1,,,,,,
,561,Resistor 200K 1w,18,E6.1,,,,,,
,562,"Resistor 200K 1/8w 0,5%",5,E6.1,,,,,,
,563,Resistor 200K SMD 1206,14,E6.1,,,,,,
,564,Resistor 820R 1/4w,9,E6.2,,,,,,
,565,Resistor 820R 2w,5,E6.2,,,,,,
,566,Resistor 470R 1/4w,10,E7.1,,,,,,
,567,Resistor 470R 1w,5,E7.1,,,,,,
,568,Resistor 470R SMD 0805,21,E7.1,,,,,,
,569,"Capacitor Tantalo 6,8uF 25V SMD",2,E7.2,,,,,,
,570,Resistor 1M5 1/4w,23,E8.1,,,,,,
,571,Resistor 1M 1/4w,13,E8.2,,,,,,
,572,Resistor 1M 1w,14,E8.2,,,,,,
,573,Resistor 1M 1/4w 1%,10,E8.2,,,,,,
,574,Resistor 1M 1/8w (B),0,E8.2,,,,,,
,575,Resistor 1M 3w (P),10,E8.2,,,,,,
,576,Resistor 1M SMD 1206,27,E8.2,,,,,,
,577,Resistor 1M SMD 0805,10,E8.2,,,,,,
,578,Resistor 47K 1/4w,27,E9.1,,,,,,
,579,Resistor 47K 1w,10,E9.1,,,,,,
,580,Resistor 47K 3w,4,E9.1,,,,,,
,581,Resistor 196R Mini Meelf,7,E9.2,,,,,,
,582,Resistor 47R 1/4w,14,E10.1,,,,,,
,583,Resistor 47R SMD 0805,24,E10.1,,,,,,
,584,Resistor 47R SMD 1206,18,E10.1,,,,,,
,585,Resistor 47R 1/4w 1%,5,E10.1,,,,,,
,586,Resistor 47R 1w 1%,16,E10.1,,,,,,
,587,Resistor 47R 2w,5,E10.1,,,,,,
,588,Resistor 47R 3w,6,E10.1,,,,,,
,589,Resistor 47R 5w,1,E10.1,,,,,,
,590,Resistr 47R 10w,3,E10.1,,,,,,
,591,Resistr 47R 15w,1,E10.1,,,,,,
,592,Resistor 47R SMD 0605,3,E10.1,,,,,,
,593,Resistor 2K2 2w,1,E10.2,,,,,,
,594,Resistor 2K2 1/2w,30,E10.2,,,,,,
,595,Resistor 2K2 1/4w,18,E10.2,,,,,,
,596,Resistor 2K2 SMD 0805,14,E10.2,,,,,,
,597,Resistor 2K2 SMD 0605,7,E10.2,,,,,,
,598,Resistor 240R 1/4w,3,E11.1,,,,,,
,599,Resistor 3M 1/4w,13,E11.2,,,,,,
,600,Resistor 9M 1/4w,6,E12.1,,,,,,
,601,Resistor 6M2 1/4w,7,E12.2,,,,,,
,602,Resistor 3M9 1/4w,5,E13.1,,,,,,
,603,Resistor 120R 1/4w,6,E13.2,,,,,,
,604,Resistor 120R 5w,1,E13.2,,,,,,
,605,Resistor 120R SMD 1206,3,E13.2,,,,,,
,606,Resistor 120R SMD 0805,4,E13.2,,,,,,
,607,Resistor 120R 1w,4,E13.2,,,,,,
,608,Resistor 2M 1/4w,4,E14.1,,,,,,
,609,Resistor 7M5 1/4w,6,E14.2,,,,,,
,610,Resistor 7M5 1w 1%,30,E14.2,,,,,,
,611,Resistor 1M3 1/4w,6,E15.1,,,,,,
,612,Resistor 4M2 1/4w,4,E15.2,,,,,,
,613,Rsistor 3R9 1/4w,4,E16.1,,,,,,
,614,Resistor 3R9 10w,2,E16.1,,,,,,
,615,Resistor 1K9 1/4w,2,E16.2,,,,,,
,616,Resistor 110R 1/4w,6,E17.1,,,,,,
,617,Resistor 2R7 1/4w,1,E17.2,,,,,,
,618,Resistor 4R7 1/4w,5,E18.1,,,,,,
,619,Resistor 4R7 2w,6,E18.1,,,,,,
,620,Resistor 4R7 3w,2,E18.1,,,,,,
,621,Resistor 4R7 1/2w,1,E18.1,,,,,,
,622,Resistor 4R7 1w,4,E18.1,,,,,,
,623,Resistor 4R7 SMD 1206,6,E18.1,,,,,,
,624,Resistor 4R7 SMD 0805,5,E18.1,,,,,,
,625,Resistor 300R 1/4w,10,E18.2,,,,,,
,626,MC33163P Dip-16,2,E19.1,,,,,,
,627,MC33163DW Sop-16,1,E19.1,,,,,,
,628,Resistor 39K 1/4w,30,E19.2,,,,,,
,629,Resistor 5R6 1/4w 1%,6,E20.1,,,,,,
,630,Resistor 5R6 3w,19,E20.1,,,,,,
,631,Resistor 5R6 2w 1%,3,E20.1,,,,,,
,632,Resistor 5R6 5w,20,E20.1,,,,,,
,633,Resistor 5R6 SMD 1206,14,E20.1,,,,,,
,634,Resistor 560K 1/4w,23,E20.2,,,,,,
,635,Resistor 560K 1/4w 1%,3,E20.2,,,,,,
,636,Resistor 560K 1/8w,3,E20.2,,,,,,
,637,Capacitor 1pF,8,E21.1,,,,,,
,638,"Capacitor 1,8pF",20,E21.2,,,,,,
,639,"Capacitor 2,2pF ",25,E22.1,,,,,,
,640,"Capacitor 2,7pF",5,E22.2,,,,,,
,641,"Capacitor 3,9pF",10,E23.1,,,,,,
,642,Capacitor 5pF,6,E23.2,,,,,,
,643,"Capacitor 6,8pF",8,E24.1,,,,,,
,644,Capacitor 10pF,9,E24.2,,,,,,
,645,Capacitor 12pF,5,E25.1,,,,,,
,646,Capacitor 47pF,5,E25-2,,,,,,
,647,Capacitor 47pF,14,E26-1,,,,,,
,648,Capacitor 82pF,12,E26-2,,,,,,
,649,"Capacitor Tantalo Gota 0,47uF 35V",3,E27.1,,,,,,
,650,Capacitor 100pF,9,E27.2,,,,,,
,651,TOP223Y / TOP204  To-220,1,E28.1,,,,,,
,652,Trimpot 1K Vertical,1,E28.2,,,,,,
,653,Trimpot 1K Horizontal,4,E28.2,,,,,,
,654,Trimpot 200R Horizontal,2,E29.1,,,,,,
,655,Trimpot 200R Deitado,1,E29.1,,,,,,
,656,SN74LS173 Dip-16,6,E29.2,,,,,,
,657,Varistor S10K20 20V,2,E30.1,,,,,,
,658,TL783 To-220,1,E30.2,,,,,,
,659,UC2946D Soic-8,4,E31.1,,,,,,
,660,Mosfet 55v 49A IRFZ44N To-220,1,E31.2,,,,,,
,661,Bobina 10uH SMD,1,E32.1,,,,,,
,662,Bobina 100uH PTH,1,E32.2,,,,,,
,663,Capacitor 100uF 350v,1,E33.1,,,,,,
,664,2N3904 To-92,10,E33.2,,,,,,
,665,"Capacitor Tantalo 6,8uF 25V Gota",1,E34.1,,,,,,
,666,2N4403 To-92,3,E34.2,,,,,,
,667,Diodo Zener 24V 1W 1N4749A ,8,E35.1,,,,,,
,668,DTA123JETL Sot-23,5,E35.2,,,,,,
,669,RN1106F (marking code XF),2,E36.1,,,,,,
,670,D1207 To-92,1,E36.2,,,,,,
,671,Diodo Retificador 1000v 1A BA159,3,E37.1,,,,,,
,672,Soquete Dip-14,0,E37.2,,,,,,
,673,74LS245A Dip-20,6,E38.1,,,,,,
,674,SN75179  Dip-8,5,E38.2,,,,,,
,675,SN75179 Soic-8,4,E38.2,,,,,,
,676,Diodo Zener 36v 1N4753 ,8,E39.1,,,,,,
,677,TL081CN Dip-8,6,E39.2,,,,,,
,678,MC14175BCP Dip-16,10,E40.1,,,,,,
,679,MMBT4403 Sot-23 (marking code 2X),10,E40.2,,,,,,
,680, DTC143ECA Sot-23 (marking code 23),3,E41.1,,,,,,
,681,Diodo Zener 39v 1N4754A  ,20,E41.2,,,,,,
,682,Diodo Avalanche 3A 1700v SKA3/17 ,1,E42.1,,,,,,
,683,2SC1384 To-92,2,E42.2,,,,,,
,684,LM337 To-220,6,E43.1,,,,,,
,685,TL7705ACP Dip-8,1,E43.2,,,,,,
,686,74LVC085 Sot-23-5,2,E44.1,,,,,,
,687,Tiristor 400v 16A 2N6403G  To-220,1,E44.2,,,,,,
,688,Diodo Supressor P6KE51CA Bi-Direcional,4,E45.1,,,,,,
,689,LM723CN Dip-14,2,E45.2,,,,,,
,690,LM723CH To-100 Metal,1,E45.2,,,,,,
,691,FMMT591 Sot-23,3,E46.1,,,,,,
,692,Mosfet 600V 6.2A IRFBC40  To-220,1,E46.2,,,,,,
,693,Mosfet 600V 6.2A  IRFIBC40G To-220 Isolado,1,E46.2,,,,,,
,694,MTP3055V To-220,2,E47.1,,,,,,
,695,MC14518BCP Dip-16,3,E47.2,,,,,,
,696,"Diodo Supressor 1,5KE250A Uni.Direcional",4,E48.1,,,,,,
,697,CD4093 Dip-14,15,E48.2,,,,,,
,698,CD4093 Soic-14,10,E48.2,,,,,,
,699,74LS174N Dip-16,8,F1.1,,,,,,
,700,74LS174 Soic-16,9,F1.1,,,,,,
,701,BSS84 (marking code SP),2,F1.2,,,,,,
,702,J45H11G D-Pak,6,F2.1,,,,,,
,703,MC14069BCP Dip-14,12,F2.2,,,,,,
,704,MC14069UB Soic-14,5,F2.2,,,,,,
,705,Trimpot 2K Deitado,4,F3.1,,,,,,
,706,Trimpot 2K Horizontal,1,F3.1,,,,,,
,707,SN74LS279 Dip-16,3,F3.2,,,,,,
,708,A715 To-126,1,F4.1,,,,,,
,709,Mosfet 200v 18A IRF640  To-220,1,F4.2,,,,,,
,710,MC14049BCP / 74HC4049 Dip-16,4,F5.1,,,,,,
,711,MC14049BCP / 74HC4049 Soic-16,15,F5.1,,,,,,
,712,DTC143ZUB Sot-23 marking code 123,5,F5.2,,,,,,
,713,Soquete Dip-20,0,F6.1,,,,,,
,714,Soquete Dip-18 ,5,F6.2,,,,,,
,715,Transistor 450v 10A 2SC2625 To-247,2,F7.1,,,,,,
,716,74F541 WideSoic-20,12,F7.2,,,,,,
,717,L6599AD Soic-16,1,F8.1,,,,,,
,718,BD679 To-126,11,F8.2,,,,,,
,719,Soquete Dip-24,1,F9.1,,,,,,
,720,Soquete Dip-28,3,F9.2,,,,,,
,721,Triac  600V BT138-600 To-220,4,F10.1,,,,,,
,722,DTC143ZUB Sot-23 (marking code 123),9,F10.2,,,,,,
,723,CD4073 Dip-14,5,F11.1,,,,,,
,724,CD4073 Soic-14,3,F11.1,,,,,,
,725,Diodo Zener 15V 3w 1N5929BG ,4,F11.2,,,,,,
,726,74HC373AN Dip-20,4,F12.1,,,,,,
,727,74HC373AN WideSoic-20,5,F12.1,,,,,,
,728,Ponte Retificadora 100v 2A RC202,2,F12.2,,,,,,
,729,BCW65  Sot-23 (marking code EA),11,F13.1,,,,,,
,730,74HC86 Soic-14,4,F13.2,,,,,,
,731,MC33074ADG Soic-14,1,F14.1,,,,,,
,732,93LC46B  Soic-8,2,F14.2,,,,,,
,733,93LC46B Tssop-8,2,F14.2,,,,,,
,734,PMBT2907A Sot-23,3,F15.1,,,,,,
,735,Regulador 6V 1A MC7906CT To-220,2,F15.2,,,,,,
,736,SN7410N Dip-14,2,F16.1,,,,,,
,737,PWM DC/DC Conversor AP1501-50 To-220,1,F16.2,,,,,,
,738,M5L8049-228P Dip-40,1,F17.1,,,,,,
,739,BSP452 Sot-223,6,F17.2,,,,,,
,740,Regulador LM7906 To-220 Isolado,2,F18.1,,,,,,
,741,SN74121 Dip-14,2,F18.2,,,,,,
,742,SN74199N Dip-24,1,F19.1,,,,,,
,743,GLC556 Dip-14,1,F19.2,,,,,,
,744,SD4071BE Dip-14,1,F20.1,,,,,,
,745,SN7447 Dip-16,2,F20.2,,,,,,
,746,UA741 Sop-8,1,F21.1,,,,,,
,747,UA741C Soic-8,5,F21.1,,,,,,
,748,UA9637ACP Dip-8,1,F21.2,,,,,,
,749,MC33172DG Soic-8,2,F22.1,,,,,,
,750,HCF4078BE Dip-14,1,F22.2,,,,,,
,751,Transistor 300v 1A 2N3440 To-39,2,F23.1,,,,,,
,752,SCMC03040 Dip-16,2,F23.2,,,,,,
,753,Resistor 800K (RN60D8003F) 0.5%,17,F24.1,,,,,,
,754,Resistor 1M25  1/4w 1%,13,F24.2,,,,,,
,755,Resistor 3R2 1/4w 1%,1,F25.1,,,,,,
,756,"Resistor 37K5 0,5%",14,F25.2,,,,,,
,757,Resistor 37K5 1%,18,F25.2,,,,,,
,758,MIC5020YM Soic-8,1,F26.1,,,,,,
,759,Diodo Zener 6v2 1w 1N821  ,15,F26.2,,,,,,
,760,"Diodo Zener 1,8v 1N4614 ",1,F27.1,,,,,,
,761,2SC2429 To-3,2,F27.2,,,,,,
,762,"Resistor 7R75 0,1%",10,F28.1,,,,,,
,763,"Resistor 4M 2w 0,5% ",12,F28.2,,,,,,
,764,Ponte Retificadora U4K8,2,F29.1,,,,,,
,765,SN74LVC541APWRE4 Tssop-20,4,F29.2,,,,,,
,766,SN74LVC541A Soic-20,1,F29.2,,,,,,
,767,ADM705ARZ Soic-8,1,F30.1,,,,,,
,768,Diodo Zener 5v1 1w 1N4733AP ,8,F30.2,,,,,,
,769,Micro Switch 12x5,0,F31.1,,,,,,
,770,Trimpot 50R Deitado,1,F31.2,,,,,,
,771,Trimpot 50R Vertical,1,F31.2,,,,,,
,772,Trimpot 50R Horizontal,3,F31.2,,,,,,
,773,Resistor 200R 1/8w 1%,5,F32.1,,,,,,
,774," Diodo Zener 2,7V 1/4w",30,F32.2,,,,,,
,775,BZV55 5.6V Sod-80,3,F33.1,,,,,,
,776,MAX3485ESA Soic-8,1,F33.2,,,,,,
,777,Trimpot 120R Vertical,1,F34.1,,,,,,
,778,Capacitor 33uf 25v,15,F34.2,,,,,,
,779,"Diodo Zener 2,4V 1/2W 1N5220 ",5,F35.1,,,,,,
,780,FOD8332 Sop-16,2,F35.2,,,,,,
,781,"Diodo  Zener BSC7V5 7,5V 1/2w (1N4100)",3,F36.1,,,,,,
,782,Diodo Zener 12v 1w 1N4742A ,20,F36.2,,,,,,
,783, Diodo 100v 2A 1N4448,19,F37-1,,,,,,
,784,Diodo Zener 1N46A,11,F37.2,,,,,,
,785,Diodo Retificador 100v 1A 1N4002,4,F38.1,,,,,,
,786,Diodo Retificador 100v 1A 1N4002 SMD,10,F38.1,,,,,,
,787,Diodo Zener 70v 1N73A,5,F38.2,,,,,,
,788,MJE700G To-126,2,F39.1,,,,,,
,789,AM29F010 DIP-32,3,F39.2,,,,,,
,790,Diodo Retificador 1000v 1A 1N4007,25,F40.1,,,,,,
,791,Diodo Retificador 1000v 1A 1N4007 Mini Melf (VH32 A7),26,F40.1,,,,,,
,792,Diodo Zener 22v 1/2w 1N969 ,6,F40.2,,,,,,
,793,Diodo Zener 22v 1w 1N4748 ,5,F40.2,,,,,,
,794,SN751177N Dip-16,1,F41.1,,,,,,
,795,Led Vermelho 5mm,15,F41.2,,,,,,
,796,Led Vermelho 1mm,7,F41.2,,,,,,
,797,Led Vermelho 3mm,9,F41.2,,,,,,
,798,Led Verde 5mm,37,F42.1,,,,,,
,799,Led Verde 3mm,8,F42.1,,,,,,
,800,Led Verde Retangulo,1,F42.1,,,,,,
,801,Led Infra Vermelho 5mm,10,F42.2,,,,,,
,802,Led Infra Vermelho 3mm,1,F42.2,,,,,,
,803,BC182 To-92,1,F43.1,,,,,,
,804,BD136 To-126,2,F43.2,,,,,,
,805,Mosfet 1000v 10A W10N100E To-247,0,F44.1,,,,,,
,806,BC846 Sot-23,5,F44.2,,,,,,
,807,2N5484 To-92,3,F45.1,,,,,,
,808,Led Receptor 5mm,5,F45.2,,,,,,
,809,Led Receptor 3mm,1,F45.2,,,,,,
,810,Led Amarelo 3mm,1,F46.1,,,,,,
,811,Led Alto Brilho Amarelo 5mm,0,F46.1,,,,,,
,812,Led Alto Brilho Amarelo 3mm,6,F46.1,,,,,,
,813,Regulador 7812 To-92,6,F46.2,,,,,,
,814,Regulador 7812 To-220,3,F46.2,,,,,,
,815,Regulador 7812 To-18,1,F46.2,,,,,,
,816,Trimpot 100R Vertical,1,F47.1,,,,,,
,817,Trimpot 100R Horizontal,1,F47.1,,,,,,
,818,Trimpot 100R Deitado (P),0,F47.1,,,,,,
,819,Regulador 7815 To-92,5,F47.2,,,,,,
,820,Regulador 7815 soic-8,4,F47.2,,,,,,
,821,Regulador 7815 To-220,4,F47.2,,,,,,
,822,Regulador 78M15,1,F47.2,,,,,,
,823,Regulador 7808 To-220,6,F48.1,,,,,,
,824,Regulador 7808 Soic-8,3,F48.1,,,,,,
,825,Diodo Zener 18v 1/2w 1N967 ,4,F48.2,,,,,,
,826,Mosfet 60v 12A P12PF06  To-220,4,G1.1,,,,,,
,827,Diodo Zener 3v9 1w 1N4730 ,6,G1.2,,,,,,
,828,Diodo Zener 3v9 1/2w ,4,G1.2,,,,,,
,829,Diodo Retificador 500v 6A BY214-500,1,G2.1,,,,,,
,830,Diodo Supressor P6KE7V5CA Bi.Direcional,6,G2.2,,,,,,
,831,Regulador 7912 TO-220,3,G3.1,,,,,,
,832,Regulador 7912 TO-220,6,G3.2,,,,,,
,833,"Diodo Supressor  1,5KE300A Uni.Direcional",2,G4.1,,,,,,
,834,"Diodo Supressor  1,5KE350A Uni.Direcional",4,G4.2,,,,,,
,835,Regulador 7806 TO-220,2,G5.1,,,,,,
,836,Diodo Retificador 200v 1A 1N4003,17,G5.2,,,,,,
,837,Diodo Retificador 600v 1A 1N4005,7,G6.1,,,,,,
,838,Diodo 100v 2A 1N4148,43,G6.2,,,,,,
,839,Diodo 100v 2A 1N4148 SOD523 FAIXA PRETA,2,G6.2,,,,,,
,840,Diodo 100v 2A 1N4148 Sod-80 FAIXA PRETA,2,G6.2,,,,,,
,841,Diodo Retificador 3A 1000v UF5408 ,2,G7.1,,,,,,
,842,"Diodo Zener 4,7V 1N4732A  ",10,G7.2,,,,,,
,843,"Diodo Supressor 1,5KE400A Uni.Direcional",0,G8.1,,,,,,
,844,LM7805 (LM340T5) MC78L05 To-220,12,G8.2,,,,,,
,845,LM7805 (LM340T5) MC78L05 To-220 Isolado (P),0,G8.2,,,,,,
,846,LM7805 (LM340T5) MC78L05 To-92,24,G8.2,,,,,,
,847,LM7805 (LM340T5) MC78L05 Soic-8,7,G8.2,,,,,,
,848,LM7805 (LM340T5) MC78L05 Sot-89,4,G8.2,,,,,,
,849,Diodo Supressor SM6T15CA SMD Bi.Direcional,1,G9.1,,,,,,
,850,"Diodo Supressor 1,5KE250CA Bi.Direcional",1,G9.2,,,,,,
,851,Transistor BD237 To-126,5,G10.1,,,,,,
,852,Transistor BD140-16 To-126,1,G10.2,,,,,,
,853,Transistor BD677 To-126,5,G11.1,,,,,,
,854,Transistor   To-220,2,G11.2,,,,,,
,855,Transistor BDX54BC To-220,2,G12.1,,,,,,
,856,Transistor BD433 To-126,1,G12.2,,,,,,
,857,Transistor BD135 To-126,7,G13.1,,,,,,
,858,transistor BD138 To-126,10,G13.2,,,,,,
,859,Transistor BD649 To-220,1,G14.1,,,,,,
,860,tTansistor BD239B TO-220,1,G14.2,,,,,,
,861,Transistor BD137G To-126,12,G15.1,,,,,,
,862,2SJ130 D-Pak,2,G15.2,,,,,,
,863,Diodo Zener 6v2 1w 1N4735 ,8,G16.,,,,,,
,864,Diodo Zener 6v2 1/4w,8,G16.1,,,,,,
,865,Diodo Zener 6v2 1/2w 1N825 Alta temperatura,4,G16.1,,,,,,
,866,Diodo Zener 6v2 1/2w 1N753A,1,G16.1,,,,,,
,867, Retificador  SK1/16,6,G16.2,,,,,,
,868,DS3487N Dip-16,6,G17.1,,,,,,
,869,FAN5236 Soic-28,1,G17.2,,,,,,
,870,Diodo 9v 1w 1N4739AP ,20,G18.1,,,,,,
,871,2SA1020 To-92,1,G18.2,,,,,,
,872,TOP247Y To-220,1,G19.1,,,,,,
,873,Diodo Supressor 1.5SMC27A SMD Uni.Direcional,1,G19.2,,,,,,
,874,FDS4953 Soic-8,3,G20.1,,,,,,
,875,2SC2655 To-92,3,G20.2,,,,,,
,876,MT48LC16M16A2 Tsop-27,2,G21.1,,,,,,
,877,IR2101S Soic-8,1,G21.2,,,,,,
,878,Rele 12V 10A (JQC-3F) 5pinos,0,G22.1,,,,,,
,879,Diodo Zener 18v 1/4w 1N4746,4,G22.2,,,,,,
,880,Diodo Zener 18v 1w 1N4746 ,2,G22.2,,,,,,
,881,BZX84C18 Sot-23 (marking code Y6),0,G22.2,,,,,,
,882,74HC109 Dip16,3,G23.1,,,,,,
,883,Retificador 200v 15A MUR1510 To-220,0,G23.2,,,,,,
,884,Mosfet 200v 30A IRFP250N  To-247,1,G24.1,,,,,,
,885,Resistor R681 SMD 2512,2,G24.2,,,,,,
,886,TLP126 Sop-4,0,G25.1,,,,,,
,887,MC33269DTRK D-Pak To-252,1,G25.2,,,,,,
,888,ILD1 Dip-8,1,G26.1,,,,,,
,889,74LS109 Dip-14,1,G26.2,,,,,,
,890,NE555CM Soic-8,8,G27.1,,,,,,
,891,NE555 Dip-8,0,G27.1,,,,,,
,892,Transistor 80v BCX56 Sot-89 (marking code BL),4,G27.2,,,,,,
,893,Diodo BZX84C-8V2 Sot-23 (marking code Z7),8,G28.1,,,,,,
,894,Ponte Retificadora DF08S,0,G28.2,,,,,,
,895,BC857B Sot-23 (marking code 3F),7,G29.1,,,,,,
,896,BC847A Sot-23 (marking code 1E),1,G29.2,,,,,,
,897,BC847B Sot-23 (marking code 1FW),1,G29.2,,,,,,
,898,Diodo Zener 9v BZV55  SOD-80,1,G30.1,,,,,,
,899,74LS157 Dip-16,3,G30.2,,,,,,
,900,A634 To-220,1,G31.1,,,,,,
,901,TLP627-4 Dip-16,1,G31.2,,,,,,
,902,BST82 Sot-23 (marking code O2W),7,G32.1,,,,,,
,903,Mosfet 100v 6.5A FR9120N To-252 D-Pak,1,G32.2,,,,,,
,904,Mosfet 500v 21A 21N50C3 To-263,1,G33.1,,,,,,
,905,AM26C321N Dip-16,1,G33.2,,,,,,
,906,AM26C321 Soic-16,3,G33.2,,,,,,
